ID,N/U,F/J,DaysLastBuy,ValueLastBuy,NumberOfPayments,FinishPaying,DaysLastService,NumberOfBuys,NumberOfServices,TotalSalesSpending,TotalServicesSpending,KM,Results
311,N,F,190.0,82000.0,0.0,190.0,,7,0,574000.0,0.0,0,0.0
312,U,F,208.0,37000.0,0.0,208.0,,1,0,37000.0,0.0,0,0.0
313,U,F,208.0,62000.0,0.0,208.0,,1,0,62000.0,0.0,0,0.0
314,N,F,209.0,75663.87,0.0,209.0,,2,4,146236.89,218.8,10503,0.0
315,U,F,209.0,48032.0,0.0,209.0,,6,0,288192.0,0.0,0,0.0
316,U,F,209.0,40500.0,0.0,209.0,,3,0,121500.0,0.0,0,0.0
317,U,F,209.0,16000.0,0.0,209.0,,1,0,16000.0,0.0,0,0.0
318,U,F,209.0,34500.0,0.0,209.0,,2,0,69000.0,0.0,0,0.0
319,N,F,209.0,98000.0,0.0,209.0,346.0,5,7,408100.0,8461.310000000001,31244,0.0
320,U,F,209.0,38480.0,0.0,209.0,,3,0,115440.0,0.0,0,0.0
321,U,F,209.0,54600.0,0.0,209.0,,2,0,109200.0,0.0,0,0.0
322,N,F,184.0,108850.0,0.0,184.0,136.0,8,20,805900.0,13716.900000000001,534,0.0
323,U,F,209.0,29500.0,0.0,209.0,,1,0,29500.0,0.0,0,0.0
324,N,F,185.0,68000.0,0.0,185.0,99.0,4,3,272000.0,1647.01,10903,0.0
325,U,F,210.0,29000.0,0.0,210.0,,4,0,116000.0,0.0,0,0.0
326,N,F,133.0,67405.0,0.0,133.0,72.0,7,6,442010.0,479.57,2568,0.0
327,N,F,188.0,232000.0,0.0,188.0,174.0,1,21,232000.0,11910.04,665,0.0
328,U,F,189.0,74400.0,0.0,189.0,190.0,9,35,592600.0,7881.74,7817,0.0
329,N,F,169.0,95300.0,0.0,169.0,170.0,10,11,751800.0,4277.35,10,0.0
330,U,F,214.0,19000.0,0.0,214.0,,1,0,19000.0,0.0,0,0.0
331,U,F,215.0,40000.0,0.0,215.0,,5,0,200000.0,0.0,0,0.0
332,N,F,135.0,67040.0,0.0,135.0,,5,0,328520.0,0.0,0,0.0
333,U,F,190.0,45000.0,0.0,190.0,246.0,5,1,225000.0,594.14,127180,0.0
334,U,F,185.0,41500.0,0.0,185.0,,8,0,303500.0,0.0,0,0.0
335,U,F,215.0,28500.0,0.0,215.0,,4,0,114000.0,0.0,0,0.0
336,N,F,191.0,76000.0,0.0,191.0,189.0,8,23,961176.0,28683.059999999998,20,0.0
337,U,F,137.0,88800.0,0.0,137.0,378.0,8,16,753700.0,9860.94,20476,0.0
338,U,F,217.0,30900.0,0.0,217.0,,4,0,123600.0,0.0,0,0.0
339,U,F,217.0,48500.0,0.0,217.0,,1,0,48500.0,0.0,0,0.0
340,N,F,172.0,115000.0,0.0,172.0,102.0,2,12,230000.0,4462.83,1746,0.0
341,U,F,191.0,24500.0,0.0,191.0,,4,0,251100.0,0.0,0,0.0
342,N,F,176.0,94385.0,0.0,176.0,176.0,5,12,418955.0,16472.690000000002,10,0.0
343,U,F,221.0,49500.0,0.0,221.0,,4,0,198000.0,0.0,0,0.0
344,U,F,221.0,30700.0,0.0,221.0,,2,0,61400.0,0.0,0,0.0
345,U,F,221.0,34990.0,0.0,221.0,,3,0,120480.0,0.0,0,0.0
346,U,F,204.0,58000.0,0.0,204.0,739.0,7,2,539800.0,555.2,9596,0.0
347,N,F,191.0,70000.0,36.0,-889.0,280.0,6,3,328000.0,1405.51,54987,0.0
348,N,F,141.0,81500.0,0.0,141.0,50.0,7,10,1481100.0,10610.279999999999,2259,0.0
349,U,F,204.0,25000.0,0.0,204.0,,2,0,54000.0,0.0,0,0.0
350,N,F,196.0,82000.0,0.0,196.0,189.0,4,2,328000.0,1012.62,130000,0.0
351,U,F,191.0,29000.0,0.0,191.0,,5,0,397950.0,0.0,0,0.0
352,U,F,222.0,47100.0,0.0,222.0,,5,0,235500.0,0.0,0,0.0
353,N,F,222.0,106000.0,0.0,222.0,474.0,5,5,391890.0,4561.51,28005,0.0
354,N,J,142.0,105000.0,0.0,142.0,976.0,9,4,2253600.0,2953.44,21000,0.0
355,U,F,222.0,68500.0,0.0,222.0,,1,0,68500.0,0.0,0,0.0
356,U,F,197.0,52000.0,0.0,197.0,,3,0,156000.0,0.0,0,0.0
357,N,F,223.0,106620.0,0.0,223.0,235.0,6,3,1203240.0,1136.7399999999998,111,0.0
358,N,F,224.0,78490.0,0.0,224.0,,5,0,392450.0,0.0,0,0.0
359,N,F,143.0,94000.0,0.0,143.0,577.0,2,7,295280.0,8000.1,28429,0.0
360,U,F,223.0,24490.0,0.0,223.0,,3,0,73470.0,0.0,0,0.0
361,N,F,224.0,75000.0,0.0,224.0,,1,0,75000.0,0.0,0,0.0
362,U,F,179.0,69000.0,0.0,179.0,1171.0,16,6,3033600.0,5790.24,50539,0.0
363,U,F,194.0,78150.0,0.0,194.0,95.0,4,3,312600.0,23439.190000000002,59784,0.0
364,U,F,224.0,27000.0,0.0,224.0,,2,0,54000.0,0.0,0,0.0
365,N,F,198.0,75000.0,0.0,198.0,193.0,7,8,952980.0,9354.1,11,0.0
366,U,F,228.0,28000.0,0.0,228.0,,4,0,112000.0,0.0,0,0.0
367,U,F,228.0,80000.0,0.0,228.0,,2,0,160000.0,0.0,0,0.0
368,U,F,203.0,67000.0,0.0,203.0,916.0,9,1,455000.0,1664.52,41361,0.0
369,U,F,199.0,117430.0,0.0,199.0,193.0,4,7,469720.0,21582.469999999998,21198,0.0
370,N,F,199.0,76690.0,0.0,199.0,285.0,10,10,583630.0,2848.64,36900,0.0
371,U,F,204.0,45000.0,0.0,204.0,,2,0,83000.0,0.0,0,0.0
372,U,F,229.0,66390.0,0.0,229.0,,7,0,331610.0,0.0,0,0.0
373,U,F,229.0,33000.0,0.0,229.0,,2,0,66000.0,0.0,0,0.0
374,N,F,162.0,78500.0,0.0,162.0,167.0,11,35,3236800.0,55457.720000000016,10410,0.0
375,U,F,150.0,81000.0,0.0,150.0,956.0,5,4,750980.0,1838.18,31343,0.0
376,U,F,230.0,34500.0,0.0,230.0,,1,0,34500.0,0.0,0,0.0
377,U,F,185.0,26800.0,0.0,185.0,,1,0,26800.0,0.0,0,0.0
378,U,F,230.0,46000.0,0.0,230.0,,3,0,138000.0,0.0,0,0.0
379,N,F,213.0,75650.0,0.0,213.0,331.0,5,8,356950.0,798.1,9300,0.0
380,N,F,230.0,75290.0,0.0,230.0,,2,0,150580.0,0.0,0,0.0
381,N,F,205.0,92000.0,0.0,205.0,162.0,3,39,206400.0,14296.43,13438,0.0
382,U,F,206.0,55000.0,0.0,206.0,434.0,4,2,220000.0,999.02,128491,0.0
383,U,F,231.0,60500.0,0.0,231.0,,2,0,121000.0,0.0,0,0.0
384,N,F,206.0,95000.0,0.0,206.0,715.0,2,6,190000.0,2810.67,22293,0.0
385,N,F,206.0,98000.0,24.0,-514.0,247.0,2,1,196000.0,67.5,6296,0.0
386,N,F,201.0,94100.0,0.0,201.0,198.0,13,23,1999800.0,16888.519999999997,14,0.0
387,N,F,201.0,47250.0,0.0,201.0,516.0,3,9,132750.0,4748.67,39468,0.0
388,U,F,234.0,38000.0,0.0,234.0,,4,0,152000.0,0.0,0,0.0
389,N,F,234.0,74500.0,0.0,234.0,229.0,10,1,679000.0,100.0,11,0.0
390,U,F,234.0,45000.0,0.0,234.0,,5,0,225000.0,0.0,0,0.0
391,N,F,190.0,81360.0,0.0,190.0,192.0,8,9,599220.0,3058.77,16485,0.0
392,N,F,235.0,77500.0,24.0,-485.0,1123.0,6,4,421400.0,1972.9499999999998,20165,0.0
393,N,F,190.0,238504.0,0.0,190.0,403.0,3,5,715512.0,3623.34,6060,0.0
394,U,F,218.0,102000.0,36.0,-862.0,186.0,7,5,1356000.0,6887.88,1325,0.0
395,U,F,190.0,13700.0,0.0,190.0,,1,0,13700.0,0.0,0,0.0
396,N,F,156.0,79290.0,0.0,156.0,539.0,9,4,606450.0,2284.9,27755,0.0
397,U,F,236.0,37800.0,0.0,236.0,,2,0,75600.0,0.0,0,0.0
398,U,F,236.0,42820.0,0.0,236.0,,4,0,171280.0,0.0,0,0.0
399,N,F,156.0,69400.0,0.0,156.0,,5,0,300200.0,0.0,0,0.0
400,U,F,236.0,42990.0,0.0,236.0,,2,0,85980.0,0.0,0,0.0
401,U,F,236.0,32700.0,0.0,236.0,,1,0,32700.0,0.0,0,0.0
402,U,F,236.0,37200.0,0.0,236.0,,1,0,37200.0,0.0,0,0.0
403,N,F,236.0,75900.0,0.0,236.0,,3,0,455400.0,0.0,0,0.0
404,N,F,220.0,76070.0,0.0,220.0,,3,0,228210.0,0.0,0,0.0
405,N,F,157.0,239000.0,0.0,157.0,,1,0,478000.0,0.0,0,0.0
406,N,F,237.0,74650.0,0.0,237.0,235.0,5,7,701660.0,4383.420000000001,14477,0.0
407,U,F,238.0,37000.0,0.0,238.0,,2,0,74000.0,0.0,0,0.0
408,U,F,241.0,40890.0,0.0,241.0,,4,0,163560.0,0.0,0,0.0
409,N,F,241.0,79200.0,0.0,241.0,994.0,3,16,237600.0,11382.61,19722,0.0
410,N,F,196.0,72000.0,0.0,196.0,,3,0,216000.0,0.0,0,0.0
411,N,F,242.0,79500.0,0.0,242.0,959.0,7,3,536600.0,1010.3,9244,0.0
412,U,F,243.0,33000.0,0.0,243.0,,3,0,99000.0,0.0,0,0.0
413,U,F,243.0,31000.0,0.0,243.0,,3,0,93000.0,0.0,0,0.0
414,U,F,243.0,47900.0,0.0,243.0,,1,0,47900.0,0.0,0,0.0
415,N,F,163.0,128000.0,0.0,163.0,,4,0,902000.0,0.0,0,0.0
416,U,F,243.0,50890.0,0.0,243.0,,3,0,152670.0,0.0,0,0.0
417,N,F,226.0,128000.0,0.0,226.0,116.0,20,50,1443058.0,4475.87,1332,0.0
418,U,F,243.0,36900.0,0.0,243.0,,2,0,73800.0,0.0,0,0.0
419,N,F,243.0,91500.0,0.0,243.0,,4,0,360800.0,0.0,0,0.0
420,U,F,244.0,41890.0,0.0,244.0,,1,0,41890.0,0.0,0,0.0
421,U,F,214.0,43400.0,0.0,214.0,,2,0,86800.0,0.0,0,0.0
422,U,F,245.0,29000.0,0.0,245.0,,2,0,58000.0,0.0,0,0.0
423,U,F,245.0,29900.0,24.0,-475.0,,2,0,59800.0,0.0,0,0.0
424,U,F,249.0,52000.0,0.0,249.0,,1,0,52000.0,0.0,0,0.0
425,N,F,169.0,81000.0,0.0,169.0,,8,0,645200.0,0.0,0,0.0
426,N,F,210.0,122116.0,0.0,210.0,94.0,7,17,664348.0,9557.78,7110,0.0
427,U,J,230.0,151000.0,0.0,230.0,,160,0,25095340.0,0.0,0,0.0
428,N,F,238.0,74700.0,36.0,-842.0,,6,0,448200.0,0.0,0,0.0
429,U,F,255.0,31000.0,0.0,255.0,,3,0,93000.0,0.0,0,0.0
430,N,F,225.0,99650.0,0.0,225.0,100.0,7,13,638250.0,4882.410000000001,44825,0.0
431,U,F,230.0,8000.0,36.0,-850.0,,3,1,46000.0,305.4,140258,0.0
432,N,F,210.0,433000.0,0.0,210.0,252.0,6,18,2087400.0,29611.91,90248,0.0
433,N,F,230.0,238000.0,0.0,230.0,150.0,2,7,476000.0,3674.1900000000005,4392,0.0
434,U,J,175.0,75000.0,0.0,175.0,,28,0,1284250.0,0.0,0,1.0
435,U,F,255.0,13000.0,0.0,255.0,,1,0,13000.0,0.0,0,0.0
436,U,F,255.0,43000.0,0.0,255.0,,5,0,215000.0,0.0,0,0.0
437,U,F,225.0,71000.0,48.0,-1215.0,596.0,3,2,426000.0,2034.44,97794,0.0
438,U,F,255.0,33800.0,0.0,255.0,,1,0,33800.0,0.0,0,0.0
439,U,F,257.0,39500.0,0.0,257.0,,3,0,118500.0,0.0,0,0.0
440,N,F,227.0,94000.0,0.0,227.0,1090.0,8,2,1193600.0,1359.78,24587,0.0
441,U,F,217.0,210000.0,60.0,-1583.0,95.0,2,5,420000.0,1666.3000000000002,43155,0.0
442,N,J,238.0,108000.0,0.0,238.0,,2,0,216000.0,0.0,0,0.0
443,N,F,218.0,77740.0,0.0,218.0,611.0,7,11,478700.0,5677.370000000001,78122,0.0
444,N,J,218.0,195000.0,0.0,218.0,1073.0,6,2,2367960.0,0.0,5198,0.0
445,N,F,239.0,74000.0,0.0,239.0,,2,0,148000.0,0.0,0,0.0
446,U,F,264.0,30000.0,0.0,264.0,,1,0,30000.0,0.0,0,0.0
447,N,F,184.0,99000.0,0.0,184.0,743.0,4,16,1020000.0,12392.460000000006,9467,0.0
448,U,F,185.0,53145.0,0.0,185.0,522.0,6,5,1062405.0,6007.6500000000015,12274,0.0
449,U,F,248.0,36320.0,0.0,248.0,2613.0,11,2,597800.0,480.72,10608,0.0
450,N,F,249.0,99000.0,0.0,249.0,151.0,5,1,496800.0,4524.77,8210,0.0
451,N,F,186.0,107000.0,0.0,186.0,184.0,19,11,1705000.0,4253.93,2,0.0
452,N,F,241.0,98000.0,0.0,241.0,176.0,5,2,342000.0,20.53,932,0.0
453,U,F,189.0,38000.0,0.0,189.0,,4,0,304000.0,0.0,0,0.0
454,U,J,244.0,120000.0,0.0,244.0,,133,0,11648600.0,0.0,0,0.0
455,N,F,224.0,263900.0,0.0,224.0,74.0,4,8,999800.0,3178.7599999999998,2225,1.0
456,N,F,189.0,74500.0,0.0,189.0,43.0,9,21,1990290.0,10791.119999999999,10398,0.0
457,N,F,202.0,105000.0,0.0,202.0,2289.0,4,2,332600.0,522.85,8520,0.0
458,N,F,242.0,67000.0,0.0,242.0,,4,0,268000.0,0.0,0,0.0
459,N,F,255.0,103000.0,0.0,255.0,528.0,3,3,309000.0,3026.81,48190,0.0
460,U,F,228.0,13000.0,48.0,-1212.0,1366.0,2,1,18500.0,600.0,131000,0.0
461,N,F,193.0,103500.0,0.0,193.0,498.0,2,11,207000.0,3037.5299999999997,49908,0.0
462,N,F,274.0,98000.0,0.0,274.0,225.0,9,8,1611000.0,6329.5599999999995,15,0.0
463,N,F,243.0,82000.0,0.0,243.0,234.0,5,7,275000.0,2302.25,2,0.0
464,N,F,256.0,103500.0,0.0,256.0,465.0,4,2,414000.0,1037.51,56008,0.0
465,N,F,277.0,105200.0,0.0,277.0,376.0,4,3,420800.0,1180.8600000000001,53960,0.0
466,U,F,246.0,82950.0,0.0,246.0,858.0,7,1,895800.0,2200.0,42310,0.0
467,N,F,232.0,94500.0,0.0,232.0,113.0,9,25,712500.0,13063.960000000001,4154,0.0
468,U,F,277.0,51000.0,0.0,277.0,388.0,2,4,204000.0,1601.3000000000002,18601,0.0
469,N,F,233.0,82500.0,0.0,233.0,388.0,9,5,603260.0,2533.84,34351,0.0
470,N,F,278.0,104500.0,0.0,278.0,289.0,7,6,680800.0,1110.02,9401,0.0
471,N,F,233.0,70000.0,0.0,233.0,,6,0,420000.0,0.0,0,0.0
472,U,F,262.0,45190.0,0.0,262.0,,3,0,271140.0,0.0,0,0.0
473,N,F,199.0,132000.0,0.0,199.0,871.0,4,5,1056000.0,8193.02,32138,0.0
474,N,F,200.0,274000.0,36.0,-880.0,,5,0,1370000.0,0.0,0,0.0
475,U,F,203.0,56000.0,0.0,203.0,79.0,6,1,336000.0,270.9,21890,0.0
476,N,F,283.0,82000.0,0.0,283.0,313.0,7,8,1013000.0,8610.7,60010,0.0
477,N,F,238.0,104286.0,0.0,238.0,149.0,3,19,312858.0,8701.18,2844,0.0
478,N,F,258.0,98170.0,0.0,258.0,296.0,3,3,294510.0,1429.75,53409,0.0
479,N,F,258.0,109700.0,0.0,258.0,1050.0,9,4,687600.0,1521.2399999999998,10551,0.0
480,N,F,258.0,89000.0,0.0,258.0,,2,0,534000.0,0.0,0,0.0
481,N,F,258.0,74500.0,0.0,258.0,258.0,10,2,1312400.0,566.0,2,0.0
482,N,F,203.0,92000.0,0.0,203.0,46.0,1,1,92000.0,1000.0,10998,0.0
483,N,F,283.0,79500.0,0.0,283.0,,4,0,318000.0,0.0,0,0.0
484,N,F,258.0,83000.0,36.0,-822.0,91.0,2,2,332000.0,3908.54,10890,0.0
485,N,F,267.0,107500.0,0.0,267.0,259.0,4,2,889000.0,1200.0,2,0.0
486,N,F,239.0,490950.0,0.0,239.0,101.0,71,54,29284280.0,30431.05,6827,0.0
487,N,F,259.0,273120.0,0.0,259.0,,4,0,2184960.0,0.0,0,0.0
488,N,F,204.0,104500.0,0.0,204.0,584.0,6,7,1004000.0,5078.179999999999,30051,0.0
489,N,F,259.0,103000.0,0.0,259.0,97.0,3,24,264090.0,25653.659999999996,9563,0.0
490,N,F,286.0,98000.0,0.0,286.0,293.0,11,16,788500.0,5725.47,8399,0.0
491,N,F,217.0,71000.0,0.0,217.0,,3,3,213000.0,783.33,20399,0.0
492,N,F,285.0,95000.0,0.0,285.0,417.0,13,2,1028000.0,407.96999999999997,10905,0.0
493,N,F,205.0,85000.0,0.0,205.0,114.0,2,12,340000.0,11857.52,29505,0.0
494,N,F,255.0,110000.0,0.0,255.0,253.0,8,8,714800.0,3823.34,2,0.0
495,N,F,240.0,79990.0,0.0,240.0,,9,0,534960.0,0.0,0,0.0
496,N,F,241.0,96600.0,0.0,241.0,542.0,7,8,479800.0,2752.65,58652,0.0
497,N,F,269.0,72000.0,0.0,269.0,263.0,13,14,749060.0,2192.26,1,0.0
498,N,J,241.0,187800.0,0.0,241.0,1570.0,5,10,827000.0,2777.88,37064,0.0
499,N,F,242.0,71450.0,0.0,242.0,680.0,14,21,977720.0,4292.740000000001,2950,0.0
500,N,F,287.0,105000.0,0.0,287.0,273.0,6,15,1141300.0,5251.18,1155,0.0
501,N,F,287.0,97500.0,0.0,287.0,,3,4,292500.0,3894.18,14068,0.0
502,N,F,207.0,118000.0,0.0,207.0,4004.0,2,1,165500.0,0.0,10,0.0
503,N,F,210.0,97000.0,0.0,210.0,1882.0,4,3,1000200.0,1830.1499999999999,15940,0.0
504,N,F,290.0,106150.0,0.0,290.0,,4,7,404300.0,2972.6400000000003,9243,0.0
505,N,F,265.0,122800.0,0.0,265.0,120.0,12,27,1199000.0,18194.07,5207,0.0
506,N,F,291.0,105000.0,0.0,291.0,,7,0,1190000.0,0.0,0,0.0
507,N,F,266.0,65600.0,0.0,266.0,,1,8,196800.0,2435.14,29671,0.0
508,N,F,212.0,97500.0,0.0,212.0,,6,0,1161600.0,0.0,0,0.0
509,N,F,247.0,260001.0,0.0,247.0,956.0,9,14,1969005.0,5387.8,43569,0.0
510,U,F,262.0,118990.0,0.0,262.0,316.0,13,23,1901410.0,4198.99,2909,0.0
511,N,F,262.0,237165.0,0.0,262.0,292.0,9,13,1998030.0,9220.359999999999,5691,0.0
512,N,F,247.0,76500.0,0.0,247.0,269.0,5,9,336000.0,7484.53,20,0.0
513,N,F,264.0,73000.0,0.0,264.0,,2,0,146000.0,0.0,0,0.0
514,N,F,214.0,107000.0,0.0,214.0,46.0,3,9,642000.0,7982.760000000002,10237,0.0
515,N,F,280.0,82000.0,0.0,280.0,269.0,4,4,328000.0,400.0,2,0.0
516,N,F,219.0,62000.0,0.0,219.0,136.0,8,28,661050.0,13268.469999999998,769,0.0
517,N,F,254.0,329950.0,0.0,254.0,360.0,12,31,2507100.0,24624.850000000002,19369,0.0
518,N,F,220.0,91000.0,0.0,220.0,219.0,3,1,273000.0,400.0,2,0.0
519,N,F,255.0,109700.0,0.0,255.0,,3,0,319400.0,0.0,0,0.0
520,N,F,256.0,198000.0,0.0,256.0,261.0,7,22,1346000.0,25075.5,69924,0.0
521,N,F,256.0,74000.0,0.0,256.0,,3,0,222000.0,0.0,0,0.0
522,N,F,301.0,107000.0,0.0,301.0,174.0,9,23,797100.0,13245.349999999999,3180,1.0
523,U,F,302.0,66000.0,0.0,302.0,,1,1,132000.0,0.0,82878,0.0
524,N,F,259.0,86000.0,0.0,259.0,102.0,2,10,172000.0,4773.3099999999995,7010,0.0
525,N,F,224.0,79890.0,0.0,224.0,74.0,4,7,295820.0,1531.68,9425,0.0
526,U,F,225.0,44000.0,0.0,225.0,,2,0,68000.0,0.0,0,0.0
527,N,F,260.0,99750.0,0.0,260.0,184.0,3,34,299250.0,20546.819999999996,152,0.0
528,N,F,290.0,77390.0,0.0,290.0,,2,0,154780.0,0.0,0,0.0
529,U,J,228.0,33100.0,0.0,228.0,,53,0,1093760.0,0.0,0,0.0
530,N,F,283.0,102500.0,36.0,-797.0,350.0,8,5,710000.0,4238.46,41374,0.0
531,N,F,314.0,98000.0,0.0,314.0,131.0,6,107,431720.0,33403.969999999994,208845,0.0
532,N,F,314.0,85890.0,0.0,314.0,420.0,6,3,571170.0,625.27,9150,0.0
533,N,F,233.0,78500.0,0.0,233.0,,5,0,392500.0,0.0,0,0.0
534,N,F,268.0,88000.0,0.0,268.0,955.0,5,2,796000.0,1504.2,10180,0.0
535,N,F,288.0,92300.0,0.0,288.0,3458.0,3,2,284600.0,56.7,13095,0.0
536,N,F,233.0,80000.0,0.0,233.0,,4,6,324800.0,0.0,26683,0.0
537,N,J,255.0,97000.0,0.0,255.0,,3,0,299880.0,0.0,0,0.0
538,N,F,268.0,80000.0,0.0,268.0,,4,0,327200.0,0.0,0,0.0
539,N,F,233.0,76500.0,0.0,233.0,,4,0,306000.0,0.0,0,0.0
540,N,F,314.0,76390.0,0.0,314.0,238.0,5,21,261695.0,8432.77,3519,0.0
541,U,F,296.0,49380.0,0.0,296.0,,4,0,190960.0,0.0,0,0.0
542,N,F,296.0,72990.0,0.0,296.0,,2,0,145980.0,0.0,0,0.0
543,N,F,289.0,66890.0,0.0,289.0,1297.0,5,8,299670.0,2720.5099999999998,23221,0.0
544,N,F,284.0,79890.0,0.0,284.0,162.0,4,8,277780.0,1061.45,2142,0.0
545,N,F,289.0,22900.0,0.0,289.0,,1,0,22900.0,0.0,0,0.0
546,N,F,314.0,78500.0,0.0,314.0,,8,0,538000.0,0.0,0,0.0
547,N,F,246.0,91000.0,0.0,246.0,1583.0,8,1,524750.0,785.0,13607,0.0
548,N,F,284.0,92600.0,0.0,284.0,205.0,3,9,277800.0,2269.34,1679,0.0
549,U,F,234.0,29195.0,0.0,234.0,,8,0,283735.0,0.0,0,0.0
550,N,F,234.0,79940.0,0.0,234.0,227.0,4,1,319760.0,400.0,2,0.0
551,N,F,270.0,78150.0,0.0,270.0,743.0,5,7,749670.0,8729.7,57456,0.0
552,N,F,315.0,91500.0,0.0,315.0,318.0,2,3,183000.0,160.7,10,0.0
553,N,F,298.0,62940.0,0.0,298.0,109.0,8,2,383070.0,608.77,5123,0.0
554,U,F,290.0,79500.0,0.0,290.0,132.0,5,12,303000.0,7681.359999999999,20996,0.0
555,N,F,290.0,99000.0,0.0,290.0,139.0,3,7,297000.0,2729.88,6034,0.0
556,U,F,319.0,61900.0,0.0,319.0,313.0,4,1,247600.0,180.0,52025,0.0
557,N,F,301.0,77000.0,0.0,301.0,147.0,3,3,231000.0,1981.0,10586,0.0
558,N,F,293.0,73000.0,0.0,293.0,223.0,4,19,268000.0,4201.69,1331,0.0
559,N,F,320.0,90000.0,0.0,320.0,274.0,1,3,90000.0,637.66,2119,0.0
560,N,F,274.0,176550.0,0.0,274.0,150.0,2,2,353100.0,2160.34,7694,0.0
561,U,F,294.0,21500.0,0.0,294.0,2114.0,10,8,498700.0,2145.7200000000003,10770,0.0
562,N,J,239.0,99000.0,0.0,239.0,,4,0,396000.0,0.0,0,0.0
563,U,F,275.0,90000.0,0.0,275.0,1495.0,1,13,90000.0,10529.9,13667,0.0
564,N,F,240.0,98500.0,0.0,240.0,43.0,7,6,1182200.0,8932.0,9349,0.0
565,N,F,321.0,53400.0,0.0,321.0,116.0,8,9,445600.0,2664.38,28317,0.0
566,N,J,291.0,276790.0,0.0,291.0,,5,0,1383950.0,0.0,0,0.0
567,N,F,304.0,82000.0,0.0,304.0,,1,0,82000.0,0.0,0,0.0
568,N,F,321.0,79000.0,0.0,321.0,327.0,4,6,288000.0,4926.55,23343,0.0
569,U,F,296.0,55000.0,0.0,296.0,524.0,2,1,110000.0,582.94,130853,0.0
570,N,F,297.0,172950.0,0.0,297.0,108.0,4,4,2075400.0,15425.129999999997,17248,0.0
571,N,F,242.0,94700.0,0.0,242.0,,1,0,189400.0,0.0,0,0.0
572,U,F,277.0,45000.0,0.0,277.0,,2,0,79500.0,0.0,0,0.0
573,N,F,300.0,345000.0,0.0,300.0,104.0,14,9,3851250.0,11152.84,6101,1.0
574,U,F,326.0,21012.0,0.0,326.0,,2,0,67536.0,0.0,0,1.0
575,N,F,245.0,89630.0,0.0,245.0,177.0,1,1,179260.0,579.2,431,0.0
576,N,F,281.0,197000.0,0.0,281.0,114.0,7,14,1322600.0,23595.97,9390,0.0
577,N,F,327.0,103000.0,0.0,327.0,120.0,7,28,623260.0,9783.77,7515,0.0
578,U,F,301.0,37500.0,0.0,301.0,,1,0,37500.0,0.0,0,0.0
579,N,F,296.0,98000.0,0.0,296.0,,8,0,616800.0,0.0,0,0.0
580,N,F,281.0,103000.0,36.0,-799.0,743.0,3,22,309000.0,8340.84,112300,0.0
581,N,F,282.0,74700.0,0.0,282.0,,3,0,224100.0,0.0,0,0.0
582,N,F,247.0,81000.0,24.0,-473.0,91.0,4,2,324000.0,410.78999999999996,10951,0.0
583,N,F,247.0,119000.0,0.0,247.0,175.0,2,7,476000.0,3064.58,5295,0.0
584,N,J,248.0,165000.0,0.0,248.0,,3,0,495000.0,0.0,0,0.0
585,U,F,283.0,55000.0,0.0,283.0,263.0,1,3,55000.0,433.13,53100,0.0
586,N,J,304.0,78490.0,36.0,-776.0,,2,0,313960.0,0.0,0,0.0
587,U,F,333.0,37000.0,0.0,333.0,,10,0,355500.0,0.0,0,0.0
588,N,F,253.0,91000.0,0.0,253.0,57.0,6,22,958000.0,9809.56,7637,0.0
589,U,F,335.0,31500.0,0.0,335.0,,2,0,59500.0,0.0,0,0.0
590,N,F,290.0,74000.0,0.0,290.0,289.0,6,6,394500.0,2242.15,2,0.0
591,N,F,314.0,245800.0,0.0,314.0,219.0,5,1,1229000.0,34321.92,1110,0.0
592,N,J,315.0,199310.0,0.0,315.0,,4,0,797240.0,0.0,0,0.0
593,U,F,261.0,32600.0,0.0,261.0,,9,0,303870.0,0.0,0,0.0
594,N,F,325.0,83000.0,0.0,325.0,,5,0,415000.0,0.0,0,0.0
595,N,F,325.0,77600.0,0.0,325.0,191.0,4,2,310400.0,420.48,9774,0.0
596,U,F,317.0,39000.0,0.0,317.0,114.0,3,10,181000.0,4940.42,2097,0.0
597,U,F,343.0,45000.0,0.0,343.0,,1,0,45000.0,0.0,0,0.0
598,N,F,321.0,77800.0,0.0,321.0,,3,5,213400.0,934.93,18812,0.0
599,N,F,321.0,188000.0,0.0,321.0,,1,0,564000.0,0.0,0,0.0
600,N,F,321.0,71500.0,0.0,321.0,,7,0,488500.0,0.0,0,0.0
601,N,F,266.0,101500.0,0.0,266.0,60.0,7,7,554500.0,2692.7200000000003,10446,0.0
602,N,F,346.0,79000.0,0.0,346.0,518.0,7,23,503000.0,12000.82,91027,0.0
603,N,F,321.0,97000.0,0.0,321.0,126.0,6,10,412800.0,3292.1900000000005,5125,0.0
604,U,F,329.0,9000.0,36.0,-751.0,,1,0,9000.0,0.0,0,0.0
605,N,F,321.0,93600.0,24.0,-399.0,146.0,5,12,432000.0,5573.25,9570,0.0
606,U,F,321.0,138000.0,0.0,321.0,408.0,1,1,138000.0,1458.87,48086,0.0
607,N,F,322.0,235940.0,0.0,322.0,327.0,6,8,1389700.0,7594.450000000001,49935,0.0
608,N,F,267.0,87500.0,0.0,267.0,199.0,6,1,940800.0,539.16,485,0.0
609,N,F,349.0,76390.0,0.0,349.0,293.0,9,13,510060.0,2701.6299999999997,1021,0.0
